uuid,timestamp,event,amount_loan,risk_level,assessment,income
3019,2022-11-26 14:43:33,Normal Check,,2,,
3019,2022-11-26 16:43:33,Overall Assessment,,,,
3019,2022-11-26 18:43:33,Inform Customer,,,,
3020,2022-11-30 12:29:34,Customer applies for loan,,,,
3020,2022-11-30 14:29:34,Check application data,41240,,,6850
3020,2022-11-30 16:29:34,Normal Check,,2,,
3020,2022-11-30 18:29:34,Overall Assessment,,,,
3020,2022-11-30 20:29:34,Inform Customer,,,,
3021,2022-11-26 18:11:31,Customer applies for loan,,,,
3021,2022-11-26 20:11:31,Check application data,93784,,,6086
3021,2022-11-26 22:11:31,Extensive Check,,3,,
3021,2022-11-27 00:11:31,Overall Assessment,,,,
3021,2022-11-27 02:11:31,Inform Customer,,,,
3022,2022-12-05 08:33:11,Customer applies for loan,,,,
3022,2022-12-05 10:33:11,Check application data,49991,,,5340
3022,2022-12-05 12:33:11,Normal Check,,3,,
3022,2022-12-05 14:33:11,Overall Assessment,,,,
3022,2022-12-05 16:33:11,Inform Customer,,,,
3023,2022-12-14 17:49:39,Customer applies for loan,,,,
3023,2022-12-14 19:49:39,Check application data,42515,,,1344
3023,2022-12-14 21:49:39,Extensive Check,,2,,
3023,2022-12-14 23:49:39,Overall Assessment,,,,
3023,2022-12-15 01:49:39,Inform Customer,,,,
3024,2022-12-14 14:36:00,Customer applies for loan,,,,
3024,2022-12-14 16:36:00,Check application data,28148,,,4159
3024,2022-12-14 18:36:00,Normal Check,,2,,
3024,2022-12-14 20:36:00,Overall Assessment,,,,
3024,2022-12-14 22:36:00,Inform Customer,,,,
3025,2022-12-10 11:48:41,Customer applies for loan,,,,
3025,2022-12-10 13:48:41,Check application data,25392,,,4391
3025,2022-12-10 15:48:41,Normal Check,,2,,
3025,2022-12-10 17:48:41,Overall Assessment,,,,
3025,2022-12-10 19:48:41,Inform Customer,,,,
3026,2022-11-30 16:10:06,Customer applies for loan,,,,
3026,2022-11-30 18:10:06,Check application data,47461,,,1591
3026,2022-11-30 20:10:06,Extensive Check,,0,,
3026,2022-11-30 22:10:06,Overall Assessment,,,,
3026,2022-12-01 00:10:06,Inform Customer,,,,
3027,2022-12-09 16:41:19,Customer applies for loan,,,,
3027,2022-12-09 18:41:19,Check application data,41791,,,8727
3027,2022-12-09 20:41:19,Normal Check,,3,,
3027,2022-12-09 22:41:19,Overall Assessment,,,,
3027,2022-12-10 00:41:19,Inform Customer,,,,
3028,2022-12-10 12:43:32,Customer applies for loan,,,,
3028,2022-12-10 14:43:32,Check application data,24306,,,2798
3028,2022-12-10 16:43:32,Extensive Check,,3,,
3028,2022-12-10 18:43:32,Overall Assessment,,,,
3028,2022-12-10 20:43:32,Inform Customer,,,,
3029,2022-11-27 18:12:20,Customer applies for loan,,,,
3029,2022-11-27 20:12:20,Check application data,40730,,,4301
3029,2022-11-27 22:12:20,Normal Check,,2,,
3029,2022-11-28 00:12:20,Overall Assessment,,,,
3029,2022-11-28 02:12:20,Inform Customer,,,,
3030,2022-12-01 17:00:36,Customer applies for loan,,,,
3030,2022-12-01 19:00:36,Check application data,15712,,,1107
3030,2022-12-01 21:00:36,Extensive Check,,1,,
3030,2022-12-01 23:00:36,Overall Assessment,,,,
3030,2022-12-02 01:00:36,Inform Customer,,,,
3031,2022-12-09 13:18:49,Customer applies for loan,,,,
3031,2022-12-09 15:18:49,Check application data,16454,,,2680
3031,2022-12-09 17:18:49,Extensive Check,,3,,
3031,2022-12-09 19:18:49,Overall Assessment,,,,
3031,2022-12-09 21:18:49,Inform Customer,,,,
3032,2022-11-30 09:35:46,Customer applies for loan,,,,
3032,2022-11-30 11:35:46,Check application data,50215,,,2536
3032,2022-11-30 13:35:46,Extensive Check,,1,,
3032,2022-11-30 15:35:46,Overall Assessment,,,,
3032,2022-11-30 17:35:46,Inform Customer,,,,
3033,2022-11-28 15:52:39,Customer applies for loan,,,,
3033,2022-11-28 17:52:39,Check application data,29333,,,7839
3033,2022-11-28 19:52:39,Normal Check,,0,,
3033,2022-11-28 21:52:39,Overall Assessment,,,,
3033,2022-11-28 23:52:39,Inform Customer,,,,
3034,2022-12-10 13:41:31,Customer applies for loan,,,,
3034,2022-12-10 15:41:31,Check application data,90142,,,8364
3034,2022-12-10 17:41:31,Extensive Check,,4,,
3034,2022-12-10 19:41:31,Overall Assessment,,,,
3034,2022-12-10 21:41:31,Inform Customer,,,,
3035,2022-11-28 18:41:27,Customer applies for loan,,,,
3035,2022-11-28 20:41:27,Check application data,19618,,,7174
3035,2022-11-28 22:41:27,Normal Check,,3,,
3035,2022-11-29 00:41:27,Overall Assessment,,,,
3035,2022-11-29 02:41:27,Inform Customer,,,,
3036,2022-11-27 09:00:43,Customer applies for loan,,,,
3036,2022-11-27 11:00:43,Check application data,46993,,,3077
3036,2022-11-27 13:00:43,Normal Check,,4,,
3036,2022-11-27 15:00:43,Overall Assessment,,,,
3036,2022-11-27 17:00:43,Inform Customer,,,,
3037,2022-12-12 12:29:07,Customer applies for loan,,,,
3037,2022-12-12 14:29:07,Check application data,67504,,,5869
3037,2022-12-12 16:29:07,Normal Check,,4,,
3037,2022-12-12 18:29:07,Overall Assessment,,,,
3037,2022-12-12 20:29:07,Inform Customer,,,,
3038,2022-11-26 18:46:28,Customer applies for loan,,,,
3038,2022-11-26 20:46:28,Check application data,95896,,,1689
3038,2022-11-26 22:46:28,Extensive Check,,0,,
3038,2022-11-27 00:46:28,Overall Assessment,,,,
3038,2022-11-27 02:46:28,Inform Customer,,,,
3039,2022-12-08 15:45:58,Customer applies for loan,,,,
3039,2022-12-08 17:45:58,Check application data,94448,,,5227
3039,2022-12-08 19:45:58,Extensive Check,,1,,
3039,2022-12-08 21:45:58,Overall Assessment,,,,
3039,2022-12-08 23:45:58,Inform Customer,,,,
3040,2022-12-11 08:49:27,Customer applies for loan,,,,
3040,2022-12-11 10:49:27,Check application data,29175,,,9366
3040,2022-12-11 12:49:27,Normal Check,,3,,
3040,2022-12-11 14:49:27,Overall Assessment,,,,
3040,2022-12-11 16:49:27,Inform Customer,,,,
3041,2022-12-03 13:16:38,Customer applies for loan,,,,
3041,2022-12-03 15:16:38,Check application data,34770,,,4963
3041,2022-12-03 17:16:38,Normal Check,,3,,
3041,2022-12-03 19:16:38,Overall Assessment,,,,
3041,2022-12-03 21:16:38,Inform Customer,,,,
3042,2022-12-13 10:41:19,Customer applies for loan,,,,
3042,2022-12-13 12:41:19,Check application data,76682,,,2946
3042,2022-12-13 14:41:19,Extensive Check,,3,,
3042,2022-12-13 16:41:19,Overall Assessment,,,,
3042,2022-12-13 18:41:19,Inform Customer,,,,
3043,2022-11-26 08:24:55,Customer applies for loan,,,,
3043,2022-11-26 10:24:55,Check application data,57188,,,2063
3043,2022-11-26 12:24:55,Extensive Check,,3,,
3043,2022-11-26 14:24:55,Overall Assessment,,,,
3043,2022-11-26 16:24:55,Inform Customer,,,,
3044,2022-12-01 11:45:52,Customer applies for loan,,,,
3044,2022-12-01 13:45:52,Check application data,58791,,,2315
3044,2022-12-01 15:45:52,Extensive Check,,3,,
3044,2022-12-01 17:45:52,Overall Assessment,,,,
3044,2022-12-01 19:45:52,Inform Customer,,,,
3045,2022-12-12 16:28:25,Customer applies for loan,,,,
3045,2022-12-12 18:28:25,Check application data,99879,,,1546
3045,2022-12-12 20:28:25,Extensive Check,,1,,
3045,2022-12-12 22:28:25,Overall Assessment,,,,
3045,2022-12-13 00:28:25,Inform Customer,,,,
3046,2022-11-29 09:09:58,Customer applies for loan,,,,
3046,2022-11-29 11:09:58,Check application data,53985,,,5708
3046,2022-11-29 13:09:58,Normal Check,,0,,
3046,2022-11-29 15:09:58,Overall Assessment,,,,
3046,2022-11-29 17:09:58,Inform Customer,,,,
3047,2022-12-03 09:49:36,Customer applies for loan,,,,
3047,2022-12-03 11:49:36,Check application data,50360,,,9542
3047,2022-12-03 13:49:36,Normal Check,,4,,
3047,2022-12-03 15:49:36,Overall Assessment,,,,
3047,2022-12-03 17:49:36,Inform Customer,,,,
3048,2022-12-15 13:52:39,Customer applies for loan,,,,
3048,2022-12-15 15:52:39,Check application data,47244,,,4127
3048,2022-12-15 17:52:39,Normal Check,,0,,
3048,2022-12-15 19:52:39,Overall Assessment,,,,
3048,2022-12-15 21:52:39,Inform Customer,,,,
3049,2022-12-11 11:51:34,Customer applies for loan,,,,
3049,2022-12-11 13:51:34,Check application data,85316,,,6307
3049,2022-12-11 15:51:34,Extensive Check,,4,,
3049,2022-12-11 17:51:34,Overall Assessment,,,,
3049,2022-12-11 19:51:34,Inform Customer,,,,
3050,2022-12-12 17:02:47,Customer applies for loan,,,,
3050,2022-12-12 19:02:47,Check application data,63595,,,9486
3050,2022-12-12 21:02:47,Normal Check,,3,,
3050,2022-12-12 23:02:47,Overall Assessment,,,,
3050,2022-12-13 01:02:47,Inform Customer,,,,
3051,2022-12-14 08:42:02,Customer applies for loan,,,,
3051,2022-12-14 10:42:02,Check application data,75349,,,3547
3051,2022-12-14 12:42:02,Normal Check,,0,,
3051,2022-12-14 14:42:02,Overall Assessment,,,,
3051,2022-12-14 16:42:02,Inform Customer,,,,
3052,2022-12-02 11:46:14,Customer applies for loan,,,,
3052,2022-12-02 13:46:14,Check application data,38513,,,5371
3052,2022-12-02 15:46:14,Normal Check,,2,,
3052,2022-12-02 17:46:14,Overall Assessment,,,,
3052,2022-12-02 19:46:14,Inform Customer,,,,
3053,2022-11-30 13:54:11,Customer applies for loan,,,,
3053,2022-11-30 15:54:11,Check application data,21215,,,1503
3053,2022-11-30 17:54:11,Extensive Check,,0,,
3053,2022-11-30 19:54:11,Overall Assessment,,,,
3053,2022-11-30 21:54:11,Inform Customer,,,,
3054,2022-12-14 16:42:53,Customer applies for loan,,,,
3054,2022-12-14 18:42:53,Check application data,16947,,,4880
3054,2022-12-14 20:42:53,Normal Check,,2,,
3054,2022-12-14 22:42:53,Overall Assessment,,,,
3054,2022-12-15 00:42:53,Inform Customer,,,,
3055,2022-12-02 18:13:37,Customer applies for loan,,,,
3055,2022-12-02 20:13:37,Check application data,28834,,,3112
3055,2022-12-02 22:13:37,Normal Check,,0,,
3055,2022-12-03 00:13:37,Overall Assessment,,,,
3055,2022-12-03 02:13:37,Inform Customer,,,,
3056,2022-12-06 16:13:36,Customer applies for loan,,,,
3056,2022-12-06 18:13:36,Check application data,73994,,,1250
3056,2022-12-06 20:13:36,Extensive Check,,1,,
3056,2022-12-06 22:13:36,Overall Assessment,,,,
3056,2022-12-07 00:13:36,Inform Customer,,,,
3057,2022-12-07 09:37:56,Customer applies for loan,,,,
3057,2022-12-07 11:37:56,Check application data,64252,,,2872
3057,2022-12-07 13:37:56,Extensive Check,,2,,
3057,2022-12-07 15:37:56,Overall Assessment,,,,
3057,2022-12-07 17:37:56,Inform Customer,,,,
3058,2022-12-04 11:31:21,Customer applies for loan,,,,
3058,2022-12-04 13:31:21,Check application data,90023,,,8314
3058,2022-12-04 15:31:21,Extensive Check,,3,,
3058,2022-12-04 17:31:21,Overall Assessment,,,,
3058,2022-12-04 19:31:21,Inform Customer,,,,
3059,2022-12-09 11:47:19,Customer applies for loan,,,,
3059,2022-12-09 13:47:19,Check application data,12716,,,3850
3059,2022-12-09 15:47:19,Normal Check,,0,,
3059,2022-12-09 17:47:19,Overall Assessment,,,,
3059,2022-12-09 19:47:19,Inform Customer,,,,
3060,2022-12-06 18:32:15,Customer applies for loan,,,,
3060,2022-12-06 20:32:15,Check application data,50123,,,4751
3060,2022-12-06 22:32:15,Normal Check,,1,,
3060,2022-12-07 00:32:15,Overall Assessment,,,,
3060,2022-12-07 02:32:15,Inform Customer,,,,
3061,2022-12-11 11:33:58,Customer applies for loan,,,,
3061,2022-12-11 13:33:58,Check application data,68605,,,3676
3061,2022-12-11 15:33:58,Normal Check,,3,,
3061,2022-12-11 17:33:58,Overall Assessment,,,,
3061,2022-12-11 19:33:58,Inform Customer,,,,
3062,2022-12-09 17:31:05,Customer applies for loan,,,,
3062,2022-12-09 19:31:05,Check application data,42531,,,6639
3062,2022-12-09 21:31:05,Normal Check,,3,,
3062,2022-12-09 23:31:05,Overall Assessment,,,,
3062,2022-12-10 01:31:05,Inform Customer,,,,
3063,2022-12-09 15:32:03,Customer applies for loan,,,,
3063,2022-12-09 17:32:03,Check application data,36436,,,2275
3063,2022-12-09 19:32:03,Extensive Check,,0,,
3063,2022-12-09 21:32:03,Overall Assessment,,,,
3063,2022-12-09 23:32:03,Inform Customer,,,,
3064,2022-12-04 13:26:45,Customer applies for loan,,,,
3064,2022-12-04 15:26:45,Check application data,19148,,,5175
3064,2022-12-04 17:26:45,Normal Check,,2,,
3064,2022-12-04 19:26:45,Overall Assessment,,,,
3064,2022-12-04 21:26:45,Inform Customer,,,,
3065,2022-12-13 17:34:45,Customer applies for loan,,,,
3065,2022-12-13 19:34:45,Check application data,59002,,,6622
3065,2022-12-13 21:34:45,Normal Check,,4,,
3065,2022-12-13 23:34:45,Overall Assessment,,,,
3065,2022-12-14 01:34:45,Inform Customer,,,,
3066,2022-11-30 08:10:28,Customer applies for loan,,,,
3066,2022-11-30 10:10:28,Check application data,42686,,,6222
3066,2022-11-30 12:10:28,Normal Check,,3,,
3066,2022-11-30 14:10:28,Overall Assessment,,,,
3066,2022-11-30 16:10:28,Inform Customer,,,,
3067,2022-12-02 09:37:07,Customer applies for loan,,,,
3067,2022-12-02 11:37:07,Check application data,99443,,,2390
3067,2022-12-02 13:37:07,Extensive Check,,0,,
3067,2022-12-02 15:37:07,Overall Assessment,,,,
3067,2022-12-02 17:37:07,Inform Customer,,,,
3068,2022-12-14 09:55:05,Customer applies for loan,,,,
3068,2022-12-14 11:55:05,Check application data,94963,,,3644
3068,2022-12-14 13:55:05,Extensive Check,,1,,
3068,2022-12-14 15:55:05,Overall Assessment,,,,
3068,2022-12-14 17:55:05,Inform Customer,,,,
3069,2022-12-12 15:36:20,Customer applies for loan,,,,
3069,2022-12-12 17:36:20,Check application data,35508,,,4359
3069,2022-12-12 19:36:20,Normal Check,,4,,
3069,2022-12-12 21:36:20,Overall Assessment,,,,
3069,2022-12-12 23:36:20,Inform Customer,,,,
3070,2022-12-08 12:02:53,Customer applies for loan,,,,
3070,2022-12-08 14:02:53,Check application data,32733,,,3798
3070,2022-12-08 16:02:53,Normal Check,,4,,
3070,2022-12-08 18:02:53,Overall Assessment,,,,
3070,2022-12-08 20:02:53,Inform Customer,,,,
3071,2022-11-29 09:02:04,Customer applies for loan,,,,
3071,2022-11-29 11:02:04,Check application data,13871,,,8752
3071,2022-11-29 13:02:04,Normal Check,,2,,
3071,2022-11-29 15:02:04,Overall Assessment,,,,
3071,2022-11-29 17:02:04,Inform Customer,,,,
3072,2022-12-03 11:07:43,Customer applies for loan,,,,
3072,2022-12-03 13:07:43,Check application data,66492,,,8162
3072,2022-12-03 15:07:43,Normal Check,,3,,
3072,2022-12-03 17:07:43,Overall Assessment,,,,
3072,2022-12-03 19:07:43,Inform Customer,,,,
3073,2022-12-05 08:05:18,Customer applies for loan,,,,
3073,2022-12-05 10:05:18,Check application data,35691,,,1333
3073,2022-12-05 12:05:18,Extensive Check,,3,,
3073,2022-12-05 14:05:18,Overall Assessment,,,,
3073,2022-12-05 16:05:18,Inform Customer,,,,
3074,2022-11-26 11:39:24,Customer applies for loan,,,,
3074,2022-11-26 13:39:24,Check application data,56520,,,6590
3074,2022-11-26 15:39:24,Normal Check,,0,,
3074,2022-11-26 17:39:24,Overall Assessment,,,,
3074,2022-11-26 19:39:24,Inform Customer,,,,
3075,2022-12-04 08:03:03,Customer applies for loan,,,,
3075,2022-12-04 10:03:03,Check application data,17453,,,3705
3075,2022-12-04 12:03:03,Normal Check,,4,,
3075,2022-12-04 14:03:03,Overall Assessment,,,,
3075,2022-12-04 16:03:03,Inform Customer,,,,
3076,2022-12-06 17:42:08,Customer applies for loan,,,,
3076,2022-12-06 19:42:08,Check application data,95628,,,4403
3076,2022-12-06 21:42:08,Extensive Check,,3,,
3076,2022-12-06 23:42:08,Overall Assessment,,,,
3076,2022-12-07 01:42:08,Inform Customer,,,,
3077,2022-12-12 11:32:02,Customer applies for loan,,,,
3077,2022-12-12 13:32:02,Check application data,81256,,,4931
3077,2022-12-12 15:32:02,Extensive Check,,2,,
3077,2022-12-12 17:32:02,Overall Assessment,,,,
3077,2022-12-12 19:32:02,Inform Customer,,,,
3078,2022-12-08 15:38:51,Customer applies for loan,,,,
3078,2022-12-08 17:38:51,Check application data,19269,,,3541
3078,2022-12-08 19:38:51,Normal Check,,2,,
3078,2022-12-08 21:38:51,Overall Assessment,,,,
3078,2022-12-08 23:38:51,Inform Customer,,,,
3079,2022-11-29 16:32:09,Customer applies for loan,,,,
3079,2022-11-29 18:32:09,Check application data,11485,,,1973
3079,2022-11-29 20:32:09,Extensive Check,,2,,
3079,2022-11-29 22:32:09,Overall Assessment,,,,
3079,2022-11-30 00:32:09,Inform Customer,,,,
3080,2022-11-29 10:30:08,Customer applies for loan,,,,
3080,2022-11-29 12:30:08,Check application data,93111,,,5173
3080,2022-11-29 14:30:08,Extensive Check,,2,,
3080,2022-11-29 16:30:08,Overall Assessment,,,,
3080,2022-11-29 18:30:08,Inform Customer,,,,
3081,2022-12-09 14:38:40,Customer applies for loan,,,,
3081,2022-12-09 16:38:40,Check application data,66640,,,8637
3081,2022-12-09 18:38:40,Normal Check,,1,,
3081,2022-12-09 20:38:40,Overall Assessment,,,,
3081,2022-12-09 22:38:40,Inform Customer,,,,
3082,2022-12-10 17:50:15,Customer applies for loan,,,,
3082,2022-12-10 19:50:15,Check application data,83398,,,7794
3082,2022-12-10 21:50:15,Extensive Check,,3,,
3082,2022-12-10 23:50:15,Overall Assessment,,,,
3082,2022-12-11 01:50:15,Inform Customer,,,,
3083,2022-11-27 12:39:25,Customer applies for loan,,,,
3083,2022-11-27 14:39:25,Check application data,46976,,,1597
3083,2022-11-27 16:39:25,Extensive Check,,2,,
3083,2022-11-27 18:39:25,Overall Assessment,,,,
3083,2022-11-27 20:39:25,Inform Customer,,,,
3084,2022-12-05 16:33:24,Customer applies for loan,,,,
3084,2022-12-05 18:33:24,Check application data,89493,,,4943
3084,2022-12-05 20:33:24,Extensive Check,,0,,
3084,2022-12-05 22:33:24,Overall Assessment,,,,
3084,2022-12-06 00:33:24,Inform Customer,,,,
3085,2022-11-29 12:15:10,Customer applies for loan,,,,
3085,2022-11-29 14:15:10,Check application data,74571,,,4552
3085,2022-11-29 16:15:10,Normal Check,,0,,
3085,2022-11-29 18:15:10,Overall Assessment,,,,
3085,2022-11-29 20:15:10,Inform Customer,,,,
3086,2022-11-28 11:24:18,Customer applies for loan,,,,
3086,2022-11-28 13:24:18,Check application data,46674,,,4507
3086,2022-11-28 15:24:18,Normal Check,,1,,
3086,2022-11-28 17:24:18,Overall Assessment,,,,
3086,2022-11-28 19:24:18,Inform Customer,,,,
3087,2022-12-09 18:08:03,Customer applies for loan,,,,
3087,2022-12-09 20:08:03,Check application data,26368,,,8869
3087,2022-12-09 22:08:03,Normal Check,,4,,
3087,2022-12-10 00:08:03,Overall Assessment,,,,
3087,2022-12-10 02:08:03,Inform Customer,,,,
3088,2022-11-29 08:41:20,Customer applies for loan,,,,
3088,2022-11-29 10:41:20,Check application data,22208,,,9548
3088,2022-11-29 12:41:20,Normal Check,,3,,
3088,2022-11-29 14:41:20,Overall Assessment,,,,
3088,2022-11-29 16:41:20,Inform Customer,,,,
3089,2022-12-06 10:15:25,Customer applies for loan,,,,
3089,2022-12-06 12:15:25,Check application data,51006,,,6930
3089,2022-12-06 14:15:25,Normal Check,,3,,
3089,2022-12-06 16:15:25,Overall Assessment,,,,
3089,2022-12-06 18:15:25,Inform Customer,,,,
3090,2022-11-29 17:09:53,Customer applies for loan,,,,
3090,2022-11-29 19:09:53,Check application data,30226,,,3648
3090,2022-11-29 21:09:53,Normal Check,,2,,
3090,2022-11-29 23:09:53,Overall Assessment,,,,
3090,2022-11-30 01:09:53,Inform Customer,,,,
3091,2022-12-06 15:40:04,Customer applies for loan,,,,
3091,2022-12-06 17:40:04,Check application data,11016,,,3402
3091,2022-12-06 19:40:04,Normal Check,,0,,
3091,2022-12-06 21:40:04,Overall Assessment,,,,
3091,2022-12-06 23:40:04,Inform Customer,,,,
3092,2022-11-30 18:41:36,Customer applies for loan,,,,
3092,2022-11-30 20:41:36,Check application data,83303,,,8672
3092,2022-11-30 22:41:36,Extensive Check,,1,,
3092,2022-12-01 00:41:36,Overall Assessment,,,,
3092,2022-12-01 02:41:36,Inform Customer,,,,
3093,2022-12-13 08:20:46,Customer applies for loan,,,,
3093,2022-12-13 10:20:46,Check application data,65150,,,8627
3093,2022-12-13 12:20:46,Normal Check,,1,,
3093,2022-12-13 14:20:46,Overall Assessment,,,,
3093,2022-12-13 16:20:46,Inform Customer,,,,
3094,2022-12-12 13:26:08,Customer applies for loan,,,,
3094,2022-12-12 15:26:08,Check application data,24004,,,3452
3094,2022-12-12 17:26:08,Normal Check,,0,,
3094,2022-12-12 19:26:08,Overall Assessment,,,,
3094,2022-12-12 21:26:08,Inform Customer,,,,
3095,2022-12-13 08:59:28,Customer applies for loan,,,,
3095,2022-12-13 10:59:28,Check application data,45802,,,7803
3095,2022-12-13 12:59:28,Normal Check,,3,,
3095,2022-12-13 14:59:28,Overall Assessment,,,,
3095,2022-12-13 16:59:28,Inform Customer,,,,
3096,2022-11-27 08:22:56,Customer applies for loan,,,,
3096,2022-11-27 10:22:56,Check application data,30059,,,2630
3096,2022-11-27 12:22:56,Extensive Check,,0,,
3096,2022-11-27 14:22:56,Overall Assessment,,,,
3096,2022-11-27 16:22:56,Inform Customer,,,,
3097,2022-12-06 12:06:13,Customer applies for loan,,,,
3097,2022-12-06 14:06:13,Check application data,75416,,,8174
3097,2022-12-06 16:06:13,Normal Check,,0,,
3097,2022-12-06 18:06:13,Overall Assessment,,,,
